"tick","Min Size","Max Size","Mean Size"
36.0,3.2639076352026306,4.482194028215017,3.878919262654287
37.0,3.4490583914425215,4.676940052339341,4.032706132021755
38.0,3.6174966240604407,4.875852885921486,4.180989419623674
39.0,3.6327425127034068,5.005904405484908,4.338621754013047
40.0,3.6994654628564594,5.222649919653778,4.513075524664764
41.0,3.7237435193685804,5.430971600611229,4.665448220789781
42.0,3.750084998162928,5.4886822233535355,4.822148056011603
43.0,3.848440832849591,5.723207303904929,4.999272729442456
44.0,3.852866174725349,5.946724983768073,5.173865611576594
45.0,3.878133272996637,6.148180271098391,5.3540523938298685
46.0,3.9271324876742426,6.385760819478892,5.533308273155686
47.0,4.176551687945611,6.562765543020795,5.719256036960868
48.0,4.390753773795439,6.750944619369694,5.903368749453333
49.0,4.655623657058458,6.996937565458939,6.0882380991645615
50.0,4.688707528554367,7.216927050007508,6.267706534637908
51.0,4.9710649484721925,7.465061076476705,6.472128446705289
52.0,5.2399063112959245,7.71053393942304,6.669286314231507
53.0,5.487508078699464,7.975674040690064,6.871652365506416
54.0,5.736646349367219,8.247336357012392,7.068336729742586
55.0,5.837537727237212,8.49627193032531,7.2801662254800785
56.0,6.094437155683989,8.81000962540973,7.487270045224161
57.0,6.26069245049497,9.06773675742792,7.6927563634843805
58.0,6.481205852821004,9.35942368348129,7.899538321420175
59.0,6.493269344235305,9.600244754089507,8.104894569911389
60.0,6.579206509760115,9.759537382633424,8.318285152741938
61.0,6.812283893527929,9.975041763263288,8.519604736128752
62.0,6.861402056366205,10.250863439356907,8.748329598081394
63.0,7.102056470958049,10.584983238768762,8.968934507601004
64.0,7.223602219815365,10.896190052076708,9.183895405019147
65.0,7.274875898810568,11.204815330805722,9.398130324668532
66.0,7.309748086384496,11.510555242781992,9.634820993339947
67.0,7.424893933292477,11.815176538960076,9.854063603204374
68.0,7.647486018950584,12.151833278732374,10.092451897450001
69.0,7.884365099775604,12.25739202582743,10.33748033071491
70.0,8.25406938994769,12.642666505754457,10.588188630192095
71.0,8.307169370765331,13.01354420088697,10.84821277421944
72.0,8.645450860019771,13.38487593809841,11.083869943961663
73.0,8.737847317266276,13.726539568733422,11.318964093806036
74.0,8.964279474997891,14.046442376442718,11.551158841238056
75.0,9.029296171818858,14.439433665997347,11.821877367342633
76.0,9.054226524052208,14.825312577257863,12.114787053868172
77.0,9.066033876882864,15.106518533646593,12.386073845937915
78.0,9.285454571803564,15.494415898183359,12.654185343950685
79.0,9.363382413804063,15.848950840919276,12.916918909043167
80.0,9.752041944842782,16.19671994890086,13.204565204184943
81.0,9.941404207386073,16.446068886516148,13.480607828312582
82.0,9.991328702087046,16.88135538076982,13.732759644802632
83.0,10.088820689124983,17.341575739230027,14.013321326999808
84.0,10.505233448226933,17.757640887689774,14.297635177258003
85.0,10.952332987124098,18.181987245941997,14.573660336330184
86.0,11.099051723969167,18.63363144052913,14.842150817654955
87.0,11.515141449195797,19.071746920696455,15.13058679941506
88.0,12.010436226481104,19.324639957214234,15.442123423158677
89.0,12.242184229735283,19.729615240201813,15.724230257134023
90.0,12.64087175096385,20.14887189647182,16.00809466283724
91.0,13.096873885609673,20.163923299489536,16.31271712521263
92.0,13.10629842552589,20.64704405622556,16.576525330459567
93.0,13.553371465685775,20.669966059832362,16.86085923520012
94.0,14.01709506089566,21.13688962222309,17.1533818072616
95.0,14.040856672383375,21.598606477924616,17.447208283774835
96.0,14.461601065655701,21.65306794121861,17.768576062493892
97.0,14.834138314817102,22.14174665526952,18.11253034233741
98.0,14.908944528826975,22.624853126571974,18.411400330238433
99.0,15.380001907488333,22.649872653742783,18.7498333176441
100.0,15.463605501311834,23.029644076970868,19.078415873417672
101.0,15.94298269426916,23.170520509292835,19.404074580959225
102.0,16.125594482035375,23.646545740719883,19.710957837938746
103.0,16.43252719603246,24.0085839893925,20.016978871970725
104.0,16.635691906174177,24.48468841814203,20.32701137593105
105.0,16.74175443598535,24.99703564204741,20.672027130905082
106.0,16.830948043351526,25.279240357626694,20.995192479563375
107.0,16.939803326872642,25.82515834506601,21.300539232373257
108.0,17.22713442699285,26.110963788921946,21.633382191967822
109.0,17.514422145627904,26.66986556987744,21.942559988311164
110.0,17.75528462799499,27.07670432222076,22.2724494297048
111.0,18.13167200080352,27.56695180436131,22.623574746744257
112.0,18.766796042704954,28.108249308937232,22.9902501290803
113.0,19.074822233405428,28.6324091221625,23.319524025985633
114.0,19.22994763432536,28.742237941031345,23.636028040055717
115.0,19.709329879274588,28.753527352870442,23.975699507555625
116.0,20.037601111305406,29.213123538321817,24.330501264184985
117.0,20.074045844138595,29.82081898494158,24.652113452107947
118.0,20.236092096678906,30.375477285601665,24.963309175657454
119.0,20.63897559914505,30.46785984195536,25.3290353677129
120.0,20.698748405638614,30.868560889314395,25.669920957191597
121.0,20.753238135264255,30.887184278042987,25.988269552853684
122.0,20.97257039850112,31.29524349608225,26.301379766782564
123.0,21.155299987543838,31.388880160043474,26.647167490676534
124.0,21.608498471137136,31.9936579340347,27.00617161113888
125.0,22.207347077373413,32.65494720418937,27.34035489943029
126.0,22.55291812847601,33.275801739576266,27.696977370303454
127.0,22.685039090362853,33.526023499432476,28.045984636680874
128.0,22.76174054391916,34.22101631621829,28.40110356864335
129.0,22.846706222717195,34.880776701311106,28.709739196112455
130.0,22.96493200802245,35.5226572893653,29.031948139481266
131.0,22.978631044749644,36.137898338835214,29.347441105137694
132.0,23.18556664575358,36.749122688926285,29.685162754085123
133.0,23.223256899595736,37.42359356370056,30.041800176162315
134.0,23.30268035602291,38.07184083495056,30.422110124265508
135.0,23.604217640035795,38.09196511046262,30.773687609042767
136.0,24.337767315192625,38.7825271411403,31.19744942206574
137.0,24.9446473200759,39.40634665722259,31.55067417746014
138.0,25.047998317542962,39.42635696192737,31.893848695651435
139.0,25.741313026649888,39.59909573584794,32.22902602020751
140.0,25.830831215982336,40.36551794733851,32.617809144483054
141.0,26.33562724622433,40.652950538478315,32.976976358893765
142.0,26.42357726789779,40.84505613030865,33.350420959511624
143.0,26.893237844975676,41.526425301388365,33.74549436988831
144.0,27.470049269455497,42.16071473323274,34.10977260499973
145.0,27.5956189759588,42.80242208855226,34.521985814330016
146.0,27.617732421983977,42.894710537274364,34.92743229748625
147.0,27.887614370619424,42.97345077245496,35.28772967115906
148.0,28.1771473336802,43.4794669287838,35.6622584000311
149.0,28.295057414539638,44.197157066888174,36.045998454222314
150.0,28.33617875850528,44.29889096174622,36.43174224645418
151.0,28.358748515304192,44.40091399945319,36.79874622007371
152.0,28.446980598154493,45.13251315721078,37.19019411617314
153.0,29.16648664730137,45.22760058331537,37.63632748297009
154.0,29.166930109257827,45.99188154659002,38.02897653076812
155.0,29.179115762943418,46.42525224594866,38.41502352469963
156.0,29.208112104965856,46.665078544684235,38.77239520479576
157.0,29.410561214233766,47.481398477456544,39.15003063145744
158.0,29.49287020909602,48.31876340817894,39.54752832615155
159.0,30.23718836247923,49.0202078059991,39.92247613138799
160.0,30.68178417776015,49.54621103409213,40.34303537810504
161.0,30.8363448970346,50.0768873058376,40.78048545316965
162.0,30.938337402823404,50.88029200498482,41.12255677969946
163.0,31.4319923560112,50.92831656957279,41.53115642922655
164.0,31.607531406721122,50.96414218412248,41.88385535690762
165.0,31.752099227260356,51.53471927149455,42.24517346279183
166.0,32.2356882264605,51.590797693200884,42.67561968537583
167.0,32.51316922352652,52.397999357187665,43.07770730666713
168.0,32.5407608062844,53.21215268508532,43.461294535069506
169.0,33.18103283732666,53.48189023287036,43.85049879107557
170.0,33.3460190711776,54.23870096722851,44.27210441711227
171.0,33.679615338784664,54.78932725084713,44.64221723052702
172.0,34.53092052140508,54.87042718705954,45.039405354516006
173.0,34.54357981906973,55.75004824260017,45.492595553369256
174.0,34.71259881481064,56.661933563514616,45.89506953386595
175.0,34.93567794024247,56.99905853540404,46.31729556976372
176.0,34.96881374640857,57.00825909417355,46.68060223024506
177.0,35.847101767640574,57.215865353436676,47.07447121571564
178.0,36.77529937135988,57.361677213604565,47.478202326801444
179.0,37.339855204604106,57.58854845320806,47.879389857413884
180.0,37.49758489547061,58.26342748525087,48.28654521351372
181.0,37.64316966253329,59.13018752003555,48.68639462945661
182.0,37.83174177762815,59.36516533660004,49.082021328270734
183.0,38.07007695767791,60.33721866128967,49.51664792790063
184.0,38.22021892157379,60.36730166238035,49.861211986435066
185.0,38.3923364322376,61.29958002703731,50.31067680314571
186.0,38.43090293885204,61.60617184480187,50.6842031825887
187.0,39.352417606809134,62.08343447427266,51.0926979970433
188.0,39.87800554914861,62.16385749701877,51.47245247503123
189.0,40.54395595982903,62.74588579902892,51.84566564181671
190.0,40.942377212445706,62.948132990777964,52.27628983286149
191.0,41.22947309810667,62.96397837407888,52.716444750083035
192.0,41.54611219240584,63.41177044210258,53.14654380082574
193.0,42.221770964013366,63.8648342037271,53.52433497949127
194.0,42.31277869906505,64.8515092465794,53.89096603514809
195.0,42.32471716991621,65.03056596688695,54.30922524098719
196.0,43.05638597379201,65.22381688530093,54.70068965839519
197.0,43.28967786736549,65.57388204745718,55.1227690082108
198.0,44.277686793731945,66.10409896146275,55.53953928820823
199.0,44.311967140051955,66.40155874900755,55.94115774742865
200.0,44.58468555115857,66.78284368543189,56.35619518962288
201.0,44.84930238515134,67.78284368543189,56.742316672855075
202.0,44.88881091532758,68.78284368543189,57.13137709798922
203.0,44.90460648677074,68.92987833463123,57.53762946237103
204.0,45.104184151226605,69.10363511177947,57.913068524741945
205.0,45.44207485388261,70.10363511177947,58.256392548342916
206.0,45.80306640034543,71.10363511177947,58.67346986617195
207.0,46.34532674394543,72.10363511177947,59.107790603292415
208.0,46.73151669743239,73.10363511177947,59.588753097267634
209.0,46.79785369849532,74.10363511177947,60.00679835555754
210.0,47.02852208398516,74.80682910986945,60.46904934818394
211.0,48.02852208398516,75.80682910986945,60.911780371104214
212.0,48.36865429871949,76.41982043605766,61.31664458566401
213.0,49.36865429871949,77.41982043605766,61.67410485662621
214.0,49.60235356519459,78.09672932658114,62.083440198862014
215.0,49.842924548545795,79.09672932658114,62.52653607684304
216.0,49.93797684391955,79.14364998095206,62.970236446125575
217.0,49.9974888534075,79.84339598518334,63.3361018140672
218.0,50.36909691231786,79.86513794992355,63.7349790767737
219.0,50.69285483749811,80.16804931527473,64.1454116211133
220.0,50.930649836379985,80.93886553692867,64.5579171094602
221.0,51.35712255271618,80.95951033107008,64.96903058596287
222.0,51.552434564048895,81.8161290135491,65.4455842385303
223.0,51.82752709940309,81.94571930005917,65.84390590191242
224.0,52.113566741817635,82.94571930005917,66.31144444921698
225.0,52.20937903360697,83.94571930005917,66.72098493873855
226.0,52.28451338755899,84.09912223286464,67.12572865415592
227.0,52.403367096800366,85.09912223286464,67.57658761615505
228.0,52.45004896020518,86.09912223286464,67.99250954450906
229.0,52.46288922019304,86.89899344700392,68.36036826537945
230.0,52.57608238480521,87.21245940441035,68.76328386622215
231.0,52.60454574210338,87.72750676223312,69.23702005309148
232.0,52.647082671273985,87.74003305930181,69.67300891916776
233.0,52.81226068776801,87.79637799497696,70.06357321653988
234.0,52.87929845554057,88.79637799497696,70.47368449395248
235.0,53.00737395683538,89.45721000252527,70.90852911666782
236.0,53.070722742208766,90.03235757472928,71.38457591533955
237.0,53.91101555534175,91.03235757472928,71.8207138864467
238.0,53.972631898000856,91.05869052005934,72.26464193171293
239.0,54.50767822551776,92.05869052005934,72.6891801943114
240.0,55.068060858289265,92.8831563317124,73.12559853185819
241.0,55.38906053284651,93.16014150079808,73.51824527742757
242.0,55.43837540854702,93.80466718484882,73.90634244021366
243.0,55.71095048314195,94.66434729248753,74.32701874793165
244.0,55.80031895121794,94.68865086395529,74.75987393604153
245.0,55.887728000150545,94.94867773385488,75.1649294562112
246.0,55.89244846625954,95.30991579728902,75.5872138886997
247.0,56.223833906638916,95.331143656401,76.07461004915372
248.0,56.26056400516305,96.331143656401,76.46839070241109
249.0,56.63129623887596,96.79628383867912,76.92315848124298
250.0,57.13424055139768,97.58614317638803,77.3637023697473
251.0,57.92963838381461,97.78449977136687,77.76794612728294
252.0,58.64763425791172,97.8952059600619,78.18651886498373
253.0,58.959219838937294,98.06989422491755,78.57802930626951
254.0,58.98477904208937,98.34961181999653,79.04362448584583
255.0,59.0087222563103,98.98874611112059,79.4978087673073
256.0,59.723665533270704,99.16292172834046,79.94057125824267
257.0,60.283430533588415,99.18115079549143,80.36792700811613
258.0,60.91368790168084,99.69007009559313,80.83799907366858
259.0,61.15615512370366,100.03100048225141,81.23665465008915
