"tick","Min Size","Max Size","Mean Size"
0.0,1.0,1.0,1.0
1.0,1.0000805624946951,1.009878913955763,1.0049691981504203
2.0,1.004331657970324,1.0265604464965872,1.015417079169978
3.0,1.0121601609210482,1.0479191271215678,1.0302534484947103
4.0,1.025944703144487,1.0753424224769697,1.0495717004509877
5.0,1.0414680630527438,1.099244129806757,1.073720199763333
6.0,1.057014982337132,1.1376985095441343,1.1027886117189416
7.0,1.0840952494065277,1.1768997276504525,1.1365536827392866
8.0,1.0967059971950948,1.2221600790834053,1.1751205638479214
9.0,1.1528850747295656,1.2600260829133914,1.2186830932320796
10.0,1.191321003776975,1.3067303301184439,1.2656466038708807
11.0,1.2255263547226785,1.3650561763299633,1.3188827071483242
12.0,1.2455854126485064,1.436079547731206,1.3756986911886375
13.0,1.2766687712888232,1.5102558009466158,1.4361205213805892
14.0,1.2836072948877697,1.5786747704143638,1.4980377748202065
15.0,1.3421517216227945,1.6597893399163148,1.5672753777857404
16.0,1.4167660493217404,1.7547760660131462,1.64178996403797
17.0,1.456575782827567,1.8518619768554345,1.7142644514950456
18.0,1.5166379410517399,1.9422616409650073,1.7929645433735801
19.0,1.5614706859481517,2.0252341528516262,1.8751206617448481
20.0,1.619576119401026,2.145135105899535,1.9628657897697535
21.0,1.6997490623523477,2.2659921544604003,2.0576390176101365
22.0,1.8077613656455647,2.371266907074023,2.150193655266077
23.0,1.9097945845918725,2.4687541680131107,2.254169671302382
24.0,1.9483766471035775,2.6000488806329667,2.3543924698829644
25.0,2.0738970362837423,2.7406345577910542,2.464835497425916
26.0,2.103381874740589,2.8525100601254962,2.5682163472527417
27.0,2.2335559067828576,2.9898216608073565,2.6796778556336416
28.0,2.3694534672587175,3.117511501556728,2.7955073871900793
29.0,2.5202570183994246,3.2730403721658514,2.91255444412725
30.0,2.5937557749985722,3.4210727360728197,3.030236769661145
31.0,2.6287859257101087,3.5546918872976674,3.153926545502175
32.0,2.7848266152804713,3.719881629964802,3.295000881558773
33.0,2.8195301515259774,3.9197209042590107,3.4382433753574033
34.0,2.9931098004174412,4.114292310771997,3.5759063848412347
35.0,3.053347202688455,4.2988342298218045,3.7245972747766403
